BYSID,BYHID,BYAID,BYTID,GENDER,BYSCLASS,BYS01001,BYS01003,BYS01004,BYS01007,BYS02001,BYS02002,BYS02003,BYS02004,BYS02005,BYS02006,BYS02007,BYS02008,BYS02009,BYS02010,BYS02011,BYS02012,BYS03001,BYS03002,BYS03003,BYS03004,BYS04001,BYS04002,BYS04003,BYS04004,BYS04005,BYS04006,BYS04007,BYS04008,BYS04009,BYS04010,BYS04011,BYS04012,BYS05001,BYS05002C,BYS05003,BYS05004C,BYS05005C,BYS05006,BYS05007C,BYS06001,BYS06002,BYS06003,BYS06004,BYS06005,BYS07001,BYS07002,BYS07003,BYS07004,BYS07005,BYS07006,BYS07007,BYS07008,BYS07009,BYS07010,BYS07011,BYS07012,BYS07013,BYS07014,BYS07015,BYS07016,BYS07017,BYS07018,BYS07019,BYS07020,BYS07021,BYS07022,BYS07023,BYS07024,BYS07025,BYS07026,BYS07027,BYS07028,BYS07029,BYS08001,BYS08002,BYS08003,BYS08004,BYS08005,BYS08006,BYS08007,BYS08008,BYS09001,BYS09002,BYS09003,BYS09004,BYS10001,BYS10002,BYS10003,BYS10004,BYS10005,BYS10006,BYS10007,BYS10008,BYS10009,BYS10010,BYS10011,BYS10012,BYS10013,BYS10014,BYS10015,BYS11001,BYS11002,BYS11003,BYS11004,BYS11005,BYS11006,BYS11007,BYS11008,BYS11009,BYS11010,BYS11011,BYS11012,BYS11013,BYS11014,BYS11015,BYS11016,BYS12001,BYS12002,BYS12003,BYS12004,BYS12005,BYS12006,BYS12007,BYS12008,BYS12009,BYS12010,BYS12011,BYS12012,BYS12013,BYS12014,BYS12015,BYS12016,BYS12017,BYS12018,BYS12019,BYS12020,BYS12021,BYS12022,BYS12023,BYS12024,BYS12025,BYS13001,BYS14001,BYS14002,BYS14013,BYS14014,BYS14025,BYS14026,BYS14027C,BYS14027C1,BYS14028,BYS15001,BYS15002C,BYS15003,BYS15004,BYS15005,BYS15006,BYS15007,BYS15008,BYS15009,BYS15010,BYS15011,BYS16001,BYS16002,BYS17001,BYS17002,BYS17003,BYS17004C,BYS17005,BYS17006,BYS17007,BYS17008,BYS17009C,BYS17010,BYS17011,BYS18001,BYS18002,BYS18003C,BYS18004,BYS18005,BYS18006,BYS18007,BYS18008,BYS18009,BYS18010,BYS18011,BYS19001,BYS20001,BYS20002,BYS20003,BYS20004,BYS20007,BYS20008,BYS20009,BYS20010,BYS20011,BYS20012,BYS20013,BYS20014,BYS20015,BYS20016,BYS20017,BYS20018,BYS20019,BYS20020,BYS20021,BYS20022,BYS21001,BYS21002,BYS21003,BYS21004,BYS21005,BYS21006,BYS21007,BYS21008,BYS21009,BYS21010,BYS21011,BYS21012,BYS21013,BYS22001,BYS22002,BYS22003,BYS22004,BYS22005,BYS22006,BYS22007,BYS22008,BYS22009,BYS22010,BYS22011,BYS22012,BYS22013,BYS22014,BYS22015,BYS22016,BYS22017,BYS23001,BYS23002,BYS23003,BYS23004,BYS24001,BYS24002,BYS24003,BYS24004,BYS24005,BYS25001,BYS25002,BYS25003,BYS26001,BYS26002,BYS26003,BYS26004,BYS26005,BYS26006,BYS26007,BYS26008,BYS26009,BYS26010,BYS27001,BYS27002,BYS27003,BYS27004,BYS27006,BYS27007,BYS27008,BYS27009,BYS27010,BYS27011,BYS27012,BYS27013,BYS27020,BYS29001,BYS29002,BYS29003,BYS29004,BYS29005,BYS29006,BYS29007,BYS29008,BYS29009,BYS29010,BYS29011,BYS29012,BYS29013,BYS29014,BYS29015,BYS29016,BYS29017,BYS29018,BYS29019,BYS29020,BYS29021,BYS29022,BYS30001,BYS30002,BYS30003,BYS30004,BYS30005,BYS30006,BYS32001,BYS32002,BYS32003,BYS32004,BYS32005,BYS32006,BYS32007,BYS32008,BYS32009,BYS32010,BYS32011,BYS32012,BYS32013,BYS32014,BYS32015,BYS32016,BYS32017,BYS32018,BYS32019,BYS32020,BYS32021,BYS32022,BYS32023,BYS32024,BYS32025,BYS32026,BYS32027,BYS32028,BYS32029,BYS32030,BYS32031,BYS32032,BYS32033,BYS32034,BYS32035,BYS32036,BYS32037,BYS32038,BYS32039,BYS32040,BYS32041,BYS32042,BYS32043,BYS32044,BYS32045,BYS32046,BYS32047,BYS32048,BYS32049,BYS32050,BYS32051,BYS32052,BYS32053,BYS32054,BYS32055,BYS32056,BYS32057,BYS32058
6764,67641,328,3282,2,3,2,2,3,5,2,1,4,2,3,4,4,3,2,3,5,1,1,2,1,1,4,3,4,5,3,4,4,6,2,1,7,1,1,30,2,-5,-5,2,-5,1,1,5,2,-5,2,1,1,-5,-5,1,2,4,3,3,2,4,3,1,2,3,3,3,3,4,2,1,3,1,4,2,2,3,1,1,2,4,2,2,1,2,1,1,1,3,2,2,2,5,2,4,2,1,3,3,2,1,1,1,2,1,3,3,1,1,2,2,1,1,3,3,3,3,5,5,2,3,1,1,7,2,-5,-5,1,5,3,2,-5,-5,1,1,4,1,1,12,2,-5,-5,2,-5,-5,4,1,2,-5,1,5,2,-5,-5,-5,-5,1,121,3,4,1,2,1,8,2,5,-5,3,1,3,1,1,70103,4,4,4,1,11123601,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,1,3,1,3,2,-5,1,3,1,1,1,1,4,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,5,3,5,3,3,2,2,-5,5,5,5,3,4,4,3,1,8,2,2,1,163,65,1,2,5,3,3,2,1,4,2,2,2,2,2,-5,1,1,1,2,1,3,2001,1,0,6,2,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,2,2,3,4,3,4,4,4,3,1,-2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0400005,0500024,0530001,0540001,0101008,0200001,0220010,0300005,0400021,0700005,0750003,-4,-4,-4
6765,67651,359,3593,2,3,5,1,4,1,4,5,4,1,1,2,3,3,4,3,3,2,1,1,1,1,3,2,3,5,2,4,4,5,4,2,-5,-5,2,-5,2,-5,-5,1,314,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,3,2,2,3,3,1,4,4,4,5,4,3,3,1,4,9,3,3,1,1,3,2,3,6,6,2,1,1,2,3,1,6,4,5,1,2,1,4,2,1,1,2,2,4,1,1,4,1,4,4,2,2,2,2,3,3,2,2,3,3,4,4,4,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,2,2,-5,2,-5,1,3,210408-1,A03080-13,10,1,064,4,4,1,5,1,2,1,5,-5,2,1,3,2,1,60201,4,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,2,-5,2,-5,2,-5,2,-5,1,3,1,1,1,1,2,5,1,5,2,1,3,5,7,1,2500,2,3,2,7,2,3,3,2,2,5,2,3,5,1,2,4,5,4,5,5,4,4,1,2,2,2,7,167,61,2,4,10,2,2,2,3,2,1,1,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,3,3,3,3,0,58.8,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0110001,0610004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101008,0300015,0220015,0500024,0700008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6766,67661,350,3501,2,3,1,2,1,4,3,1,2,3,3,3,3,2,2,2,3,2,1,1,1,1,2,4,4,4,4,4,4,4,1,2,-5,-5,1,26,1,12,21,1,629,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,3,4,2,3,4,3,1,4,3,4,5,5,3,4,1,4,4,5,3,1,3,4,1,5,2,4,2,4,13,4,3,1,4,4,3,2,2,2,2,2,1,1,2,2,1,1,1,3,1,3,3,1,1,2,2,1,1,3,3,3,3,3,3,5,5,2,-5,-5,1,2,3,1,2,3,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,2,1,5,1,4,1,1,080307-4,L03999-40,10,1,111,4,3,1,4,1,4,2,3,-5,3,1,1,1,1,70302,3,4,4,1,14121701,5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,2,1,3,1,2,1,3,2,-5,1,3,1,1,1,1,3,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,2,4,4,4,4,4,4,1,7,4,4,4,3,3,3,3,1,6,4,2,2,166,57,2,4,7,1,3,3,1,2,1,2,2,1,2,-5,2,-5,1,2,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,4,4,4,3,4,3,1,63.8,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0530001,0110006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101007,0220001,0300005,0700008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6767,67671,397,3971,1,3,4,1,1,4,4,3,3,2,3,3,3,4,4,3,4,3,1,2,1,1,3,4,4,4,3,5,3,2,3,2,-5,-5,2,-5,2,-5,-5,1,101,2,-5,-5,2,-5,5,1,1,-5,-5,1,5,3,5,5,3,2,3,1,4,4,4,5,3,2,3,1,5,2,3,1,1,1,2,2,1,6,6,2,-5,2,4,1,1,4,4,5,3,4,1,6,2,2,2,1,1,2,1,1,3,1,2,1,3,2,5,1,3,1,1,1,5,3,3,1,5,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,2,2,-5,2,-5,1,1,080307-4,L03999-40,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,1,1,1,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,1,3,2,-5,2,-5,2,-5,1,1,1,1,5,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,2,4,2,2,1,4,3,2,-5,3,3,4,4,2,3,1,2,1,3,1,8,185,60,2,4,8,1,3,4,2,1,1,1,1,2,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,3,4,3,3,4,1,-3,-3,0101008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0400016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0910642,0300005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6768,67681,351,3511,1,3,1,1,1,1,3,3,2,1,2,4,3,4,4,4,4,2,2,2,1,1,3,4,4,5,3,5,5,1,4,2,-5,-5,1,14,1,14,-4,1,101,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,4,2,1,3,3,1,3,5,4,3,3,3,3,1,4,4,3,2,1,1,3,3,1,1,2,2,1,2,6,1,1,4,3,1,3,3,2,3,2,2,1,2,1,1,1,1,2,1,5,2,5,3,4,3,1,1,4,2,5,4,3,1,5,5,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,4,3,2,-5,2,-5,2,-5,-5,-5,-5,1,045,5,3,2,-5,1,6,1,4,-5,3,1,1,1,1,30501,5,4,4,1,11120701,5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,1,1,1,1,1,2,-5,2,-5,2,-5,1,2,1,1,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,7,3,3,3,4,3,4,4,1,6,2,3,3,2,3,3,3,1,6,1,1,1,178,77,2,5,5,1,3,4,1,3,2,1,4,4,2,-5,2,-5,2,-5,1,1,2002,1,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,3,3,4,4,3,5,5,0,52.4,2,0101006,0300018,0110001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0220011,0300013,0500024,0750001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6769,67691,312,3121,1,3,2,2,2,2,2,3,2,1,4,4,4,4,1,3,2,1,2,2,1,2,2,2,4,4,4,4,1,4,9,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,1,3,1,1,1,5,1,1,4,3,5,5,5,5,4,1,4,4,5,3,1,1,2,2,1,6,6,2,10,4,5,4,1,1,4,3,1,6,1,6,2,4,1,1,1,1,2,1,1,1,3,3,1,1,3,3,2,2,1,1,1,1,3,3,4,4,2,-5,-5,1,1,6,1,1,6,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,2,1,1,2,1,40501,4,4,4,1,22320402,5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,-5,2,2,2,2,7,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,2,2,2,3,4,4,1,2,-5,2,2,2,2,2,2,1,2,6,2,1,7,176,82,2,2,7,3,3,3,1,4,1,1,1,1,2,-5,2,-5,1,3,1,1,2000,3,2,5,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,3,2,2,1,2,2,2,3,3,2,0,88.6,2,0620004,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101007,0101009,0220024,0300005,0300019,0400017,0400022,0400034,0500024,0700007,-4,-4,-4,-4,-4
6770,67701,340,3402,1,3,1,1,1,1,4,3,3,2,4,3,4,4,3,5,3,3,1,1,2,2,3,2,2,4,3,3,3,3,4,2,-5,-5,1,15,2,-5,-5,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,1,3,2,2,1,1,2,1,2,1,2,4,2,4,2,4,3,1,1,3,1,2,6,2,2,2,1,3,2,1,1,2,1,3,1,4,2,1,1,3,3,4,1,3,2,3,2,3,2,4,3,1,1,2,1,1,4,1,1,4,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,4,2,-5,2,-5,2,-5,-5,-5,-5,1,045,3,2,2,-5,3,6,2,3,-5,5,1,2,1,1,70302,4,3,4,1,11123201,9,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,2,2,-5,2,-5,1,3,2,-5,1,3,1,2,1,2,12,11,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,9,3,3,3,4,3,3,3,2,-5,3,3,3,3,2,2,3,1,3,4,1,1,173,71,2,3,4,1,2,2,2,1,1,1,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,11,0,2,-5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,1,2,3,3,3,4,3,4,4,0,62.8,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101004,0700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0710001,0300003,0400032,0110001,0400015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6771,67711,361,3611,1,3,2,2,1,2,3,2,2,3,2,3,1,1,3,3,3,1,2,1,1,1,4,4,3,4,4,4,4,5,4,2,-5,-5,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,4,3,2,3,2,2,4,1,5,3,3,4,4,2,4,1,5,4,4,2,2,3,4,6,5,4,5,1,3,2,8,2,1,3,2,3,3,6,2,5,2,4,4,3,3,3,1,2,4,2,4,3,1,1,1,1,1,1,1,1,4,1,4,3,4,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,151,250,3,2,-5,-5,1,7,7,-5,1,2,2,-5,1,3,2,-5,1,2,2,-5,1,4,1,1,2,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,9,1,3,2,4,2,3,4,1,2,4,4,4,3,4,4,1,1,2,2,1,7,169,62,2,2,7,3,2,3,2,1,1,1,2,3,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,2,2,2,2,1,2,2,0,82,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0600008,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0700001,0300003,0110001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6772,67721,340,3401,1,3,2,2,3,5,1,1,4,1,5,4,5,5,5,2,4,5,1,1,1,1,1,4,4,4,1,5,1,1,4,2,-5,-5,1,12,2,-5,-5,1,417,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,5,5,2,3,4,4,1,4,5,5,4,4,3,4,1,4,4,3,1,1,1,1,7,5,4,6,1,8,14,8,4,1,5,3,5,6,5,5,4,2,4,4,2,2,3,2,1,4,2,4,2,1,1,3,2,1,1,4,2,2,2,5,4,5,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,2,-5,2,-5,-5,-5,-5,1,011,2,2,2,-5,1,8,2,2,-5,2,1,6,2,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,1,4,1,4,1,3,1,5,2,-5,1,4,1,1,1,1,8,1,1,5,11,2,1,12,1,2,56000,2,3,4,8,7,8,1,5,4,4,1,5,1,1,6,5,5,5,5,3,5,1,1,5,2,1,7,180,77,1,5,6,3,4,4,3,3,1,1,1,1,1,4,1,3,1,3,2,-5,-5,-5,100,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,4,2,1,4,4,2,1,80,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0101008,0400011,0220015,0300005,0700005,0200001,0740002,0400032,0110001,-4,-4,-4,-4,-4
6773,67731,301,3011,2,3,1,1,1,1,4,4,3,1,4,4,4,4,5,5,5,2,1,1,1,1,5,5,4,3,4,5,4,3,1,2,-5,-5,2,-5,1,17,21,1,101,1,1,5,2,-5,4,1,1,-5,-5,1,5,4,5,3,2,2,5,1,4,5,4,4,4,1,5,1,5,1,4,3,1,1,4,4,1,3,4,1,2,6,13,1,1,4,3,3,2,2,2,3,2,1,2,3,3,1,1,1,1,1,5,3,2,1,4,3,2,2,5,4,4,3,4,4,5,4,1,2,3,1,1,2,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,8,1,3,2,-5,2,-5,-5,-5,-5,1,065,3,3,1,1,5,9,1,3,-5,4,1,1,1,1,10203,4,4,3,1,11123601,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,2,-5,1,2,1,2,1,4,2,-5,1,4,2,1,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,6,2,3,4,3,5,3,5,5,1,7,4,5,5,3,3,4,3,1,4,5,2,1,162,47,2,2,5,1,3,4,2,1,1,1,1,1,2,-5,2,-5,2,-5,2,-5,-5,-5,0,0,2,-5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,4,3,3,3,0,33.2,-3,0600003,0530001,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0101001,0540001,0210001,0220012,0610014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6774,67741,308,3084,2,3,1,1,2,3,4,3,3,1,4,3,4,3,5,4,4,3,1,1,1,1,3,3,4,4,4,4,4,1,6,2,-5,-5,1,21,2,-5,-5,1,101,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,5,4,4,4,2,4,1,4,5,3,5,4,2,4,1,4,1,4,2,2,3,2,3,1,2,3,1,13,2,13,3,1,4,2,2,2,1,2,4,2,1,1,3,2,1,1,1,2,1,4,3,4,3,4,3,3,3,2,2,5,4,4,4,4,4,1,2,2,1,2,3,1,2,2,1,2,1,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,8,2,-5,2,-5,2,-5,-5,-5,-5,1,141,3,3,1,2,4,8,2,3,-5,3,1,3,1,1,40102,4,4,4,1,11120501,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,2,1,4,1,4,1,3,2,-5,1,4,1,1,1,1,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,3,4,4,4,4,4,1,2,3,4,4,4,3,4,1,1,8,2,2,2,163,51,2,3,5,1,3,3,1,1,1,1,1,2,2,-5,2,-5,1,1,2,-5,-5,-5,5,1,2,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,2,2,2,1,4,3,4,3,3,2,0,94.6,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0400011,0400021,0400033,0400016,0101008,0120002,0220001,0300006,0700005,0750002,0110001,-4,-4,-4,-4
6775,67751,324,3244,2,3,1,1,2,1,3,3,4,3,3,3,3,4,3,3,3,2,1,1,1,2,3,2,3,3,3,3,3,1,5,1,1,1,2,-5,2,-5,-5,2,-5,2,-5,-5,2,-5,3,1,1,-5,-5,1,3,4,3,3,3,3,3,1,3,4,3,4,3,3,3,2,-5,-5,3,2,2,2,2,2,1,2,4,1,2,1,2,3,1,2,3,2,5,3,2,2,2,1,2,2,3,3,1,1,2,1,3,3,4,4,4,3,3,3,4,3,3,3,3,2,2,2,1,1,5,1,1,5,1,1,5,1,1,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,3,8,2,-5,2,-5,2,-5,-5,-5,-5,1,064,3,3,2,-5,3,5,1,3,-5,3,1,1,1,1,60201,3,4,4,1,12110301,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,2,-5,2,-5,2,-5,1,4,2,-5,1,4,1,1,1,1,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,10,3,2,3,3,3,3,3,1,2,4,4,3,3,3,3,2,1,4,2,2,1,150,65,2,3,5,2,3,2,2,2,1,2,2,2,2,-5,2,-5,2,-5,2,-5,-5,-5,3,0,2,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,3,5,4,5,5,0,-2,-2,0101001,0220021,0300005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0400021,0400016,0910642,0700005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0500024,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6776,67761,389,3894,1,3,1,1,2,1,3,3,2,2,2,2,2,3,3,2,2,1,2,2,1,2,3,2,3,3,3,4,3,1,4,2,-5,-5,2,-5,1,-4,25,2,-5,2,-5,-5,2,-5,4,1,1,-5,-5,1,4,3,4,3,2,1,5,1,4,4,4,4,3,1,5,1,3,2,3,1,1,2,2,2,1,2,6,1,13,4,8,2,1,4,3,2,2,6,1,2,2,2,2,2,1,2,1,1,3,2,2,2,3,3,3,3,3,3,2,3,3,4,3,3,5,5,2,-5,-5,1,3,14,1,2,5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,2,-5,-5,4,1,2,-5,1,1,1,1,210404-1,A03040-12,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,3,1,1,1,2,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,3,2,-5,2,-5,1,3,2,-5,2,-5,2,1,1,1,12,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,1,4,3,3,3,3,4,3,1,2,3,4,3,3,3,3,1,2,3,2,1,7,174,63,2,4,6,1,2,3,2,1,2,3,1,2,2,-5,2,-5,1,1,2,-5,-5,-5,0,0,2,-5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-5,-5,-5,-5,-5,-5,1,1,2,4,3,4,4,3,4,5,1,30,1,0500024,0220015,0300005,0400021,0400003,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0610004,0750001,0700001,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
